Titulo;Marca;Modelo;Versao;Ano_Fab;Ano_Mod;Quilometragem;Cambio;Portas;Tipo_Carroceria;Cor;Preco;Cidade;Vendedor;Atributos;Descricao;Link
CHEVROLET ONIX 1.0 TURBO FLEX PLUS PREMIER AUTOMÁTICO;CHEVROLET;ONIX;1.0 TURBO FLEX PLUS PREMIER AUTOMÁTICO;2023;2024.0;42007.0;Automática;4;Sedã;Branco;96800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Abertura Interna do Porta Malas, Airbag Duplo, Airbag Lateral, Airbag Lateral em Modo Cortina, Apoio de Braço, Ar Condicionado Digital, Banco Bipartido, Câmbio Automático, Câmbio Tiptronic, Carregador de celular sem fio, Conexão USB, Controle de Estabilidade, Controle Som no Volante, Direção assistida, Espelhamento de tela do celular, ... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/62041458
FIAT TORO 1.3 TURBO 270 FLEX VOLCANO AT6;FIAT;TORO;1.3 TURBO 270 FLEX VOLCANO AT6;2023;2024.0;21580.0;Automática;4;Picape;Branco;147890.0;Florianópolis;RB Motors;Aceita troca, Todas as revisões feitas pela concessionária, Garantia de fábrica;GARANTIA DE FÁBRICA até 10/2026 !! Veículo com TODAS suas REVISÕES EM CONCESSIONÁRIA até 21.085 Km dia 16/12/2025.  Possui seu laudo cautelar APROVADO e conta com MANUAL + CHAVE RESERVA.  O modelo se diferencia por rodas exclusivas do modelo escurecidas, central multimídia, borboletas no volante para a troca de marchas, bancos em couro com ajuste elétrico ao motorista, câmera de ré e sensores de estacionamento. VALOR DO VEÍCULO PARA VENDA À VISTA. Se você estiver interessado em obter uma avaliação para o seu seminovo ou simular taxas especiais, nos contate pela plataformas online, WhatsApp (48) 99138-2650, @rbmotors.sc ou visitando uma de suas lojas físicas. Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.;https://www.webmotors.com.br/comprar/64801430
CHEVROLET ONIX 1.4 MPFI LTZ 8V FLEX 4P MANUAL;CHEVROLET;ONIX;1.4 MPFI LTZ 8V FLEX 4P MANUAL;2019;2019.0;57468.0;Manual;4;Hatchback;Preto;67900.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Comando de Som no Volante, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64794673
CHEVROLET ONIX 1.4 MPFI LT 8V FLEX 4P MANUAL;CHEVROLET;ONIX;1.4 MPFI LT 8V FLEX 4P MANUAL;2013;2014.0;76056.0;Manual;4;Hatchback;Branco;46900.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64794658
PEUGEOT 208 1.6 ALLURE 16V FLEX 4P AUTOMÁTICO;PEUGEOT;208;1.6 ALLURE 16V FLEX 4P AUTOMÁTICO;2016;2017.0;70005.0;Automática;4;Hatchback;Branco;55990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64794642
FIAT MOBI 1.0 EVO FLEX LIKE. MANUAL;FIAT;MOBI;1.0 EVO FLEX LIKE. MANUAL;2025;2025.0;10387.0;Manual;4;Hatchback;Branco;68990.0;Florianópolis;AUTO DELAS;Aceita troca;"Fiat Mobi Like 1.0 Fire Flex 2025 com apenas 10mil km, na garantia de fábrica    Único dono, acompanha manual do proprietário, chave reserva e está ainda na primeira revisão de concessionária. Equipado com direção hidráulica, ar-condicionado, vidros e travas elétricas, computador de bordo e ótimo espaço interno para a categoria.    Veículo impecável, pronto para rodar e com baixo custo de manutenção.    Mais informações: 48 99939-0417    ""Carro em consignação"" - Visita mediante agendamento.    Observação, valor para pagamento sem troca, para troca, consulte um de nossos especialistas.    * Aceitamos seu usado como entrada, com a melhor avaliação do mercado.  * Trabalhamos com financiamento bancário.  * Temos a opção de parcelamento no cartão de Crédito em até 18x (consulte condições).    Compre seu carro com segurança, transparência com a melhor negociação!    Estamos localizados na Av. Marinheiro Max Schramm, 3805.  Jardim Atlântico - Florianópolis/SC    www.autodelas.com.br";https://www.webmotors.com.br/comprar/61008086
CHEVROLET CELTA 1.0 MPFI LT 8V FLEX 4P MANUAL;CHEVROLET;CELTA;1.0 MPFI LT 8V FLEX 4P MANUAL;2013;2014.0;199922.0;Manual;4;Hatchback;Prata;35800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Airbag Duplo, Parachoque na Cor do Veículo, Rádio, Vidros Elétricos Dianteiro. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64334058
HYUNDAI HB20S 1.0 12V FLEX COMFORT PLUS MANUAL;HYUNDAI;HB20S;1.0 12V FLEX COMFORT PLUS MANUAL;2024;2025.0;38677.0;Manual;4;Sedã;Branco;81900.0;Florianópolis;Floripa Veículos;Aceita troca; SEU PRÓXIMO SEDÃ ESTÁ AQUI!  HB20S Comfort Plus 1.0 Flex Mec.   Ano/Modelo: 2024/2025   Apenas 38.677 km rodados!   Por apenas R$ 81.900     Preço promocional para venda sem troca!  Tem veículo ou moto na troca? Fale com a gente para consultar condições!     Destaques do veículo:   Kit Multimídia   Controle de som no volante   Direção hidráulica   Airbag duplo   Ar-condicionado + ar quente   Retrovisores e vidros elétricos nas 4 portas   Faróis com regulagem de altura   Controle de estabilidade   Banco do motorista com regulagem de altura   Sistema de freios ABS   Computador de bordo  ...e muito mais!     Fale com nossos consultores agora:   (48) 3204-4141 (Telefone fixo e WhatsApp)     Valor sujeito a alteração sem aviso prévio.  Confira todos os opcionais com nossa equipe.  Reservamo-nos o direito de corrigir eventuais erros de digitação ou imagem.    #floripaveiculos #hyundai #hb20s #carros #ingleses #hyundaihb20;https://www.webmotors.com.br/comprar/62969501
CHEVROLET ONIX 1.0 TURBO FLEX MANUAL;CHEVROLET;ONIX;1.0 TURBO FLEX MANUAL;2025;2026.0;0.0;Manual;4;Hatchback;Preto;111690.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Aproveite agora mesmo essa oportunidade de garantir veículos Chevrolet zero quilômetro com preços nunca vistos antes!  Realize o sonho do carro novo e garanta as melhores condições disponíveis! Feche o melhor negócio do mercado e saia de carro novo com muitas facilidades e benefícios. Não perca mais tempo e assuma a direção dos seus sonhos.;https://www.webmotors.com.br/comprar/61745011
CHEVROLET ONIX 1.0 TURBO FLEX MANUAL;CHEVROLET;ONIX;1.0 TURBO FLEX MANUAL;2025;2026.0;0.0;Manual;4;Hatchback;Branco;110940.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Aproveite agora mesmo essa oportunidade de garantir veículos Chevrolet zero quilômetro com preços nunca vistos antes!  Realize o sonho do carro novo e garanta as melhores condições disponíveis! Feche o melhor negócio do mercado e saia de carro novo com muitas facilidades e benefícios. Não perca mais tempo e assuma a direção dos seus sonhos.;https://www.webmotors.com.br/comprar/61623049
FIAT CRONOS 1.3 FIREFLY FLEX PRECISION CVT;FIAT;CRONOS;1.3 FIREFLY FLEX PRECISION CVT;2022;2023.0;45000.0;Automática;4;Sedã;Branco;90900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/64493030
CHEVROLET EQUINOX 1.5 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO;CHEVROLET;EQUINOX;1.5 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO;2022;2023.0;89775.0;Automática;4;Utilitário esportivo;Branco;161990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca;Câmera de Ré, Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64583163
CHEVROLET ONIX 1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;CHEVROLET;ONIX;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2021;2022.0;74095.0;Automática;4;Sedã;Prata;78000.0;Florianópolis;Hai Toyota Matriz;Aceita troca;Chevrolet Onix Plus 2022 1.0 LTZ Turbo (Aut) – Design moderno e ótimo desempenho com motor turbo e câmbio automático. Equipado com câmera de ré, central multimídia com espelhamento, chave presencial, ar-condicionado, sensores de estacionamento traseiros, controle de tração e estabilidade, rodas de liga leve, airbags frontais, laterais e de cortina, ISOFIX, piloto automático, além de conforto como volante multifuncional, banco do motorista com ajuste de altura e apoio de braço.;https://www.webmotors.com.br/comprar/59139937
FIAT TORO 1.8 16V EVO FLEX FREEDOM AT6;FIAT;TORO;1.8 16V EVO FLEX FREEDOM AT6;2018;2019.0;118010.0;Automática;4;Picape;Preto;89800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Airbag Duplo, Airbag Lateral, Airbag Lateral em Modo Cortina, Apoio de Braço, Ar Condicionado Digital, Ar Condicionado Dual Zone, Assistente de Partida em Rampa, Banco Bipartido, Câmbio Automático, Câmbio Tiptronic, Conexão USB, Controle de Estabilidade, Controle Som no Volante, Direção assistida, Espelhamento de tela do celular, Farói... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/61768754
HONDA HR-V 1.8 16V FLEX EX 4P AUTOMÁTICO;HONDA;HR-V;1.8 16V FLEX EX 4P AUTOMÁTICO;2021;2021.0;81451.0;Automática;4;Utilitário esportivo;Prata;111900.0;Florianópolis;Hai Toyota Matriz;Aceita troca;SUV elegante e funcional, equipado com motor 1.8 Flex e câmbio automático CVT, que garante suavidade e economia. Conta com central multimídia, ar-condicionado digital, bancos em couro, direção elétrica, câmera de ré, sensores de estacionamento, chave presencial e pacote de segurança completo. Um modelo confiável e confortável para o dia a dia. Nos reservamos o direito de possíveis erros de digitação;https://www.webmotors.com.br/comprar/61586757
JEEP COMPASS 2.0 16V FLEX SPORT AUTOMÁTICO;JEEP;COMPASS;2.0 16V FLEX SPORT AUTOMÁTICO;2019;2020.0;94000.0;Automática;4;Utilitário esportivo;Cinza;98700.0;Florianópolis;MP SEMINOVOS;Aceita troca;A MP Seminovos é uma conceituada revenda de Santa Catarina com 25 anos de mercado. Trazendo para seus clientes uma experiência completa na realização de um sonho. Contamos com uma equipe qualificada, estoque vistoriado e parceria com as principais financeiras, sempre buscando as menores taxas. Marketing especializado em garantir agilidade e facilidade no atendimento. Afinal de contas nós somos a garantia do seu melhor negócio! Consu... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63884188
FIAT STRADA 1.0 TURBO 200 FLEX ULTRA CD CVT;FIAT;STRADA;1.0 TURBO 200 FLEX ULTRA CD CVT;2025;2026.0;0.0;CVT;4;Picape;Branco;147980.0;Florianópolis;Prima;Aceita troca;5CK - PINTURA SOLIDA (FIAT), 5CK - PINTURA SOLIDA (FIAT);https://www.webmotors.com.br/comprar/60653015
RENAULT KWID 1.0 12V SCE FLEX INTENSE MANUAL;RENAULT;KWID;1.0 12V SCE FLEX INTENSE MANUAL;2022;2023.0;81000.0;Manual;4;Hatchback;Vermelho;55900.0;Florianópolis;VM AUTOMOVEIS;Aceita troca;Renault Kwid Intens 2023 — completo! Com sistema multimídia com Android Auto e Apple CarPlay, direção elétrica, ar-condicionado, vidros e travas elétricas. Conta ainda com airbags e controle de estabilidade. Motor 1.0 eficiente, garantindo baixo consumo de combustível. Veículo revisado, com procedência garantida, sem leilão e sem sinistro. Aceitamos seu usado na troca. Venha conferir na VM Automóveis!;https://www.webmotors.com.br/comprar/57696450
LAND ROVER DISCOVERY SPORT 2.0 D200 TURBO DIESEL S AUTOMÁTICO;LAND ROVER;DISCOVERY SPORT;2.0 D200 TURBO DIESEL S AUTOMÁTICO;2021;2021.0;70000.0;Automática;4;Utilitário esportivo;Branco;225990.0;Florianópolis;BERKE MOTORS;Aceita troca;QUER SABER MAIS? TEMOS CHAT ONLINE E LINK DO WHATSAPP. VALOR PARA PAGAMENTO À VISTA.VALOR COM VEICULO NA TROCA R$228990,00 NOS SIGA NO INSTRAGRAM E FACEBOOK. Valor anunciado, sujeito a alterações sem aviso prévio. Garantia estendida é um opcional, com pagamento à parte do valor anunciado ( Consulte Condições ). Reservamos o direito de corrigir eventuais erros de digitação, imagem ou opcional. Mais opcionais: Assistente de estacionam... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/62767060
CHEVROLET SPIN 1.8 LT 8V FLEX 4P MANUAL;CHEVROLET;SPIN;1.8 LT 8V FLEX 4P MANUAL;2025;2026.0;0.0;Manual;4;Minivan;Cinza;138240.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Direção Elétrica, . Aproveite agora mesmo essa oportunidade de garantir veículos Chevrolet zero quilômetro com preços nunca vistos antes!  Realize o sonho do carro novo e garanta as melhores condições disponíveis! Feche o melhor negócio do mercado e saia de carro novo com muitas facilidades e benefícios. Não perca mais tempo e assuma a direção dos seus sonhos.;https://www.webmotors.com.br/comprar/63388724
FIAT TORO 2.2 TURBO DIESEL RANCH 4WD AT9;FIAT;TORO;2.2 TURBO DIESEL RANCH 4WD AT9;2025;2025.0;0.0;Automática;4;Picape;Branco;227481.0;Florianópolis;Prima;Aceita troca;Z64 - PINTURA PEROLIZADA, Z64 - PINTURA PEROLIZADA;https://www.webmotors.com.br/comprar/61872550
FIAT ARGO 1.3 FIREFLY FLEX TREKKING CVT;FIAT;ARGO;1.3 FIREFLY FLEX TREKKING CVT;2025;2026.0;0.0;CVT;4;Hatchback;Cinza;113570.0;Florianópolis;Prima;Aceita troca;6U6 - TREKKING TOP,6Y1 - PINT. METALICA C/ TETO BICOLOR, 6U6 - TREKKING TOP,6Y1 - PINT. METALICA C/ TETO BICOLOR;https://www.webmotors.com.br/comprar/61475913
HYUNDAI HB20S 1.0 12V FLEX COMFORT MANUAL;HYUNDAI;HB20S;1.0 12V FLEX COMFORT MANUAL;2023;2024.0;54665.0;Manual;2;Sedã;Prata;82900.0;Florianópolis;Dimas Volvo;Aceita troca;Aceita troca,Alarme,Bluetooth,Camera de re,Cautelar aprovada,Chave tipo canivete,Computador de bordo,Encosto de cabeça traseiro,Freios ABS,Kit Multimidia, Aceita troca,Alarme,Bluetooth,Camera de re,Cautelar aprovada,Chave tipo canivete,Computador de bordo,Encosto de cabeça traseiro,Freios ABS,Kit Multimidia;https://www.webmotors.com.br/comprar/64055260
HONDA HR-V 1.5 DI I-VTEC FLEX EXL CVT;HONDA;HR-V;1.5 DI I-VTEC FLEX EXL CVT;2024;2025.0;43318.0;Automática;4;Utilitário esportivo;Branco;152990.0;Florianópolis;Hai Toyota Matriz;Aceita troca;Com motor 1.5 flex e câmbio automático CVT. Conta com pacote Honda Sensing de assistências ao condutor (frenagem automática, piloto automático adaptativo, assistente de permanência em faixa), central multimídia com conectividade, ar-condicionado digital dual zone, bancos em couro, direção elétrica, câmera de ré, sensores de estacionamento, controles de tração e estabilidade, assistente de partida em rampa e rodas de liga leve aro 17. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/61258802
JEEP RENEGADE 1.3 T270 TURBO FLEX SPORT AT6;JEEP;RENEGADE;1.3 T270 TURBO FLEX SPORT AT6;2024;2024.0;29039.0;Automática;4;Utilitário esportivo;Branco;108900.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64676231
CHEVROLET TRACKER 1.0 TURBO FLEX LT AUTOMÁTICO;CHEVROLET;TRACKER;1.0 TURBO FLEX LT AUTOMÁTICO;2022;2023.0;43090.0;Automática;4;Utilitário esportivo;Cinza;101990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64581149
FIAT MOBI 1.0 EVO FLEX TREKKING MANUAL;FIAT;MOBI;1.0 EVO FLEX TREKKING MANUAL;2022;2023.0;65000.0;Manual;4;Hatchback;Preto;63900.0;Florianópolis;VM AUTOMOVEIS;Aceita troca, Licenciado;Mobi Trekking 1.0 Flex 2023 — carro compacto e completo! Motor 1.0 Flex econômico, ideal para o dia a dia com ótimo consumo. Equipado com direção hidráulica, ar-condicionado, central multimídia com conectividade, vidros e travas elétricas, e volante multifuncional. Com suspensão elevada e rodas de liga leve! Venha conferir na VM Automóveis! Outros Opcionais: Comando de áudio no volante, Kit Multimídia.;https://www.webmotors.com.br/comprar/62973465
VOLKSWAGEN POLO 1.0 170 TSI HIGHLINE AUTOMÁTICO;VOLKSWAGEN;POLO;1.0 170 TSI HIGHLINE AUTOMÁTICO;2024;2025.0;41906.0;Automática;4;Hatchback;Branco;118900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/64148353
PEUGEOT PARTNER RAPID 1.4 EVO FLEX BUSINESS MANUAL;PEUGEOT;PARTNER RAPID;1.4 EVO FLEX BUSINESS MANUAL;2022;2023.0;58000.0;Automática;4;Van/Utilitário;Branco;84900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/63629862
CHEVROLET TRACKER 1.2 TURBO FLEX RS AUTOMÁTICO;CHEVROLET;TRACKER;1.2 TURBO FLEX RS AUTOMÁTICO;2025;2026.0;0.0;Automática;4;Utilitário esportivo;Branco;179940.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Aproveite agora mesmo essa oportunidade de garantir veículos Chevrolet zero quilômetro com preços nunca vistos antes!  Realize o sonho do carro novo e garanta as melhores condições disponíveis! Feche o melhor negócio do mercado e saia de carro novo com muitas facilidades e benefícios. Não perca mais tempo e assuma a direção dos seus sonhos.;https://www.webmotors.com.br/comprar/62960042
FORD ECOSPORT 1.5 TI-VCT FLEX FREESTYLE AUTOMÁTICO;FORD;ECOSPORT;1.5 TI-VCT FLEX FREESTYLE AUTOMÁTICO;2018;2019.0;76584.0;Automática;4;Utilitário esportivo;Prata;71900.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64794675
CHEVROLET ONIX 1.0 TURBO FLEX RS AUTOMÁTICO;CHEVROLET;ONIX;1.0 TURBO FLEX RS AUTOMÁTICO;2023;2024.0;19000.0;Automática;4;Hatchback;Cinza;97990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64794649
CHEVROLET ONIX 1.4 MPFI LT 8V FLEX 4P MANUAL;CHEVROLET;ONIX;1.4 MPFI LT 8V FLEX 4P MANUAL;2016;2017.0;143000.0;Manual;4;Hatchback;Preto;57900.0;Florianópolis;Floripa Veículos;Aceita troca, Todas as revisões feitas pela agenda do carro;ONIX HATCH LT 1.4 8V FlexPower 5p Mec. 2016/2017 Valor: R$57.900  Preço promocional para venda sem troca. Consulte condições para negociação com veículo ou moto. Consulte opcionais do veículo com nossos consultores de venda.  Opcionais: 143.000KM Ar condicionado Ar quente Airbag Duplo Airbag lateral  Banco do motorista com ajuste de altura Controle de estabilidade Vidros elétricos Desembaçador traseiro Encosto de cabeça traseiro Direção Hidráulica Computador de Bordo Radio Freios ABS Outros Opcionais: Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, MP3 Player, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/63987175
RAM RAMPAGE 2.0 HURRICANE 4 TURBO GASOLINA REBEL 4X4 AUTOMÁTICO;RAM;RAMPAGE;2.0 HURRICANE 4 TURBO GASOLINA REBEL 4X4 AUTOMÁTICO;2023;2024.0;26800.0;Automática;4;Picape;Cinza;209900.0;Florianópolis;FOUR MULTIMARCAS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária, Licenciado, Garantia de fábrica; - ;https://www.webmotors.com.br/comprar/64476357
LEAPMOTOR C10 28,4 KW REEV;LEAPMOTOR;C10;28,4 KW REEV;2025;2026.0;0.0;Automática;4;Utilitário esportivo;Branco;229890.0;Florianópolis;RB Motors;Aceita troca, Garantia de fábrica;GARANTIA DE FÁBRICA até 12/2029 !! Veículo 0 KM emplacado. O modelo conta com bancos com revestimento premium, bancos dianteiros com ajustes elétricos, memória, aquecimento e ventilação, ar condicionado digital de duas zonas com saídas para a segunda fileira, teto panorâmico Sky View de grande área, carregador de celular por indução, central multimídia Leap One de 14,6 polegadas com conectividade à internet, sistema de som premium, iluminação ambiente inteligente integrada ao sistema de som, conexão com aplicativo da Leapmotor para controle remoto, chave digital via smartphone e rotinas pré-programadas. VALOR DO VEÍCULO PARA VENDA À VISTA. Se você estiver interessado em obter uma avaliação para o seu seminovo ou simular taxas especiais, nos contate pela plataformas online, WhatsApp (48) 99138-2650, @rbmotors.sc ou visitando uma de suas lojas físicas. Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.;https://www.webmotors.com.br/comprar/64800764
JEEP RENEGADE 1.8 16V FLEX SPORT 4P AUTOMÁTICO;JEEP;RENEGADE;1.8 16V FLEX SPORT 4P AUTOMÁTICO;2021;2021.0;71894.0;Automática;4;Utilitário esportivo;Prata;81990.0;Florianópolis;AUTO DELAS;Aceita troca, Todas as revisões feitas pela concessionária;"Renegade Sport 2021 é um SUV compacto pronto para o uso urbano e rodoviário, equipado com motor 1.8 Flex de 139 cv e câmbio automático de 6 marchas, que fornece respostas ágeis e condução confortável no dia a dia.    O interior traz acabamento funcional com conforto, ar-condicionado, volante multifuncional, direção elétrica e central multimídia com conectividade para smartphone, garantindo praticidade e tecnologia a bordo.    No visual, o Renegade Sport apresenta linhas robustas, rodas de liga leve e design marcante que reforçam sua presença, além de boa altura em relação ao solo para enfrentar superfícies variadas.    Com controles de tração e estabilidade, assistente de partida em rampa e múltiplos airbags, é um SUV versátil, equilibrado e bem equipado para quem busca estilo, conforto e praticidade diária.    Mais informações: 48 99939-0417    ""Carro em consignação"" - Visita mediante agendamento.    Observação, valor para pagamento sem troca, para troca, consulte um de nossos especialistas.    * Aceitamos seu usado como entrada, com a melhor avaliação do mercado.  * Trabalhamos com financiamento bancário.  * Temos a opção de parcelamento no cartão de Crédito em até 18x (consulte condições).    Compre seu carro com segurança, transparência com a melhor negociação!    Estamos localizados na Av. Marinheiro Max Schramm, 3805.  Jardim Atlântico - Florianópolis/SC    www.autodelas.com.br";https://www.webmotors.com.br/comprar/64821909
HONDA WR-V 1.5 16V FLEXONE EX CVT;HONDA;WR-V;1.5 16V FLEXONE EX CVT;2017;2018.0;119229.0;Automática;4;Utilitário esportivo;Vermelho;78800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Abertura Interna do Porta Malas, Airbag Duplo, Apoio de Braço, Câmbio Automático, Câmera de Ré, Conexão USB, Controle Som no Volante, Direção assistida, Faróis de neblina, Indicador de temperatura externa, Interface Bluetooth, Isofix, Manual do Proprietário, MP3 Player, Parachoque na Cor do Veículo, Piloto Automático, Sensor de estacio... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64652071
TOYOTA HILUX SW4 2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO;TOYOTA;HILUX SW4;2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO;2018;2019.0;101122.0;Automática;4;Utilitário esportivo;Branco;242990.0;Florianópolis;Hai Toyota Matriz;Aceita troca;SUV robusto e sofisticado equipado com motor 2.8 turbodiesel, câmbio automático e tração 4x4, garantindo força e segurança em qualquer trajeto. Conta com sete lugares, interior refinado, central multimídia completa, ar digital, bancos em couro, faróis LED e pacote Toyota Safety Sense, oferecendo conforto e proteção para toda a família. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/64496136
PEUGEOT PARTNER RAPID 1.4 EVO FLEX BUSINESS PACK MANUAL;PEUGEOT;PARTNER RAPID;1.4 EVO FLEX BUSINESS PACK MANUAL;2023;2024.0;48541.0;Manual;2;Van/Utilitário;Branco;89800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Airbag Duplo, Assistente de Partida em Rampa, Controle de Estabilidade, Direção assistida, Faróis de neblina, Luz Diurna de LED, Rádio, Vidros Elétricos Dianteiro. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/61625864
